Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2018-09-12;R$13.42;R$3.61;R$8.95;R$6.75;R$9.07;R$4.52
2018-09-13;R$13.37;R$3.49;R$8.70;R$6.66;R$8.98;R$5.10
2018-09-14;R$13.43;R$3.51;R$8.71;R$6.69;R$9.00;R$4.96
2018-09-17;R$13.81;R$3.59;R$8.73;R$6.91;R$9.05;R$5.39
2018-09-18;R$13.92;R$3.76;R$8.88;R$7.21;R$9.08;R$5.89
2018-09-19;R$13.98;R$3.60;R$9.07;R$7.12;R$9.10;R$5.35
2018-09-20;R$13.95;R$3.58;R$8.70;R$7.08;R$9.30;R$5.40
2018-09-21;R$14.18;R$3.75;R$8.81;R$7.17;R$9.38;R$5.50
2018-09-24;R$13.80;R$3.67;R$8.68;R$7.12;R$9.25;R$5.50
2018-09-25;R$13.81;R$3.72;R$8.46;R$7.15;R$9.07;R$5.54
2018-09-26;R$13.84;R$3.69;R$8.61;R$7.19;R$9.15;R$5.50
2018-09-27;R$14.16;R$3.75;R$8.95;R$7.64;R$9.30;R$5.57
2018-09-28;R$13.89;R$3.70;R$8.81;R$7.51;R$9.47;R$5.06
2018-10-01;R$13.74;R$3.71;R$8.68;R$7.48;R$9.48;R$4.28
2018-10-02;R$14.55;R$3.94;R$9.30;R$8.13;R$9.88;R$4.44
2018-10-03;R$15.18;R$4.21;R$9.72;R$8.47;R$10.00;R$4.78
2018-10-04;R$15.25;R$4.22;R$9.62;R$8.56;R$10.23;R$4.73
2018-10-05;R$15.02;R$4.29;R$9.52;R$8.53;R$10.19;R$4.67
2018-10-08;R$16.04;R$4.49;R$10.30;R$9.47;R$10.04;R$4.96
2018-10-09;R$16.10;R$4.54;R$9.88;R$9.55;R$10.01;R$5.08
2018-10-10;R$15.57;R$4.34;R$9.16;R$9.28;R$9.87;R$4.81
2018-10-11;R$15.48;R$4.56;R$8.77;R$9.01;R$9.74;R$4.75
2018-10-15;R$15.56;R$4.54;R$9.11;R$9.18;R$9.91;R$4.74
2018-10-16;R$16.31;R$4.81;R$9.47;R$9.52;R$9.89;R$4.79
2018-10-17;R$16.33;R$4.89;R$9.27;R$9.42;R$9.85;R$4.71
2018-10-18;R$15.87;R$4.86;R$8.88;R$9.15;R$9.93;R$4.50
2018-10-19;R$15.93;R$5.11;R$8.63;R$9.23;R$9.88;R$4.54
2018-10-22;R$16.12;R$5.05;R$8.90;R$9.45;R$9.91;R$4.84
2018-10-23;R$16.18;R$5.11;R$8.71;R$9.33;R$9.93;R$5.35
2018-10-24;R$15.79;R$5.08;R$8.68;R$9.15;R$9.92;R$5.00
2018-10-25;R$16.25;R$5.09;R$8.60;R$9.37;R$9.93;R$5.30
2018-10-26;R$16.53;R$5.04;R$8.80;R$9.83;R$10.08;R$5.38
2018-10-29;R$16.22;R$5.03;R$8.94;R$9.41;R$10.07;R$5.35
2018-10-30;R$16.85;R$5.12;R$9.22;R$9.97;R$10.46;R$5.63
2018-10-31;R$16.63;R$5.10;R$9.06;R$9.84;R$10.59;R$5.60
2018-11-01;R$17.58;R$5.14;R$9.09;R$9.73;R$10.84;R$5.55
2018-11-05;R$17.96;R$5.23;R$9.07;R$10.03;R$10.94;R$5.62
2018-11-06;R$17.77;R$4.79;R$9.04;R$9.68;R$10.84;R$5.48
2018-11-07;R$17.42;R$4.56;R$8.88;R$9.37;R$10.98;R$5.24
2018-11-08;R$17.06;R$4.46;R$8.55;R$9.03;R$10.88;R$5.14
2018-11-09;R$17.31;R$4.43;R$8.58;R$9.07;R$10.92;R$5.31
2018-11-12;R$17.29;R$4.64;R$8.63;R$9.02;R$11.06;R$5.38
2018-11-13;R$16.98;R$4.64;R$8.49;R$8.63;R$11.15;R$5.40
2018-11-14;R$17.22;R$4.70;R$8.54;R$8.94;R$11.44;R$5.33
2018-11-16;R$18.06;R$4.73;R$8.89;R$9.19;R$11.77;R$5.27
2018-11-19;R$17.98;R$4.72;R$8.81;R$9.26;R$11.72;R$5.16
2018-11-21;R$17.78;R$4.69;R$8.81;R$8.96;R$11.68;R$5.08
2018-11-22;R$17.85;R$4.84;R$8.78;R$8.99;R$11.66;R$4.92
2018-11-23;R$17.81;R$4.91;R$8.63;R$8.71;R$11.29;R$4.95
2018-11-26;R$17.56;R$4.78;R$8.59;R$8.67;R$11.38;R$4.95
2018-11-27;R$18.27;R$5.10;R$8.77;R$9.13;R$11.74;R$4.95
2018-11-28;R$18.65;R$5.14;R$8.78;R$9.08;R$11.75;R$4.95
2018-11-29;R$18.88;R$5.18;R$8.69;R$9.00;R$11.72;R$5.04
2018-11-30;R$18.66;R$4.98;R$8.70;R$9.10;R$11.69;R$5.18
2018-12-03;R$18.34;R$4.90;R$8.65;R$9.28;R$11.81;R$5.12
2018-12-04;R$18.29;R$4.98;R$8.45;R$9.06;R$12.08;R$5.15
2018-12-05;R$18.28;R$4.99;R$8.58;R$9.14;R$12.27;R$5.20
2018-12-06;R$18.48;R$5.00;R$8.60;R$8.79;R$12.20;R$5.18
2018-12-07;R$18.39;R$4.97;R$8.59;R$8.86;R$11.86;R$5.04
2018-12-10;R$18.04;R$4.85;R$8.39;R$8.38;R$11.89;R$4.87
2018-12-11;R$18.24;R$4.97;R$8.60;R$8.33;R$11.88;R$4.95
2018-12-12;R$18.37;R$5.08;R$8.37;R$8.33;R$12.06;R$4.78
2018-12-13;R$18.85;R$5.06;R$8.58;R$8.35;R$12.20;R$4.70
2018-12-14;R$18.64;R$5.16;R$8.72;R$8.24;R$12.27;R$4.35
2018-12-17;R$18.27;R$5.14;R$8.64;R$8.18;R$12.26;R$4.36
2018-12-18;R$18.61;R$5.32;R$9.02;R$7.87;R$12.11;R$4.58
2018-12-19;R$18.35;R$5.35;R$9.10;R$7.96;R$12.01;R$4.66
2018-12-20;R$18.44;R$5.38;R$9.39;R$7.68;R$12.14;R$4.58
2018-12-21;R$18.30;R$5.53;R$9.77;R$7.71;R$12.30;R$4.56
2018-12-26;R$18.12;R$5.34;R$9.51;R$8.02;R$12.19;R$4.30
2018-12-27;R$18.54;R$5.26;R$9.87;R$8.02;R$12.23;R$4.32
2018-12-28;R$19.13;R$5.47;R$10.05;R$8.39;R$12.43;R$4.39
2019-01-02;R$19.99;R$5.64;R$10.28;R$8.90;R$12.58;R$4.38
2019-01-03;R$20.19;R$5.58;R$10.27;R$9.12;R$12.76;R$4.31
2019-01-04;R$20.04;R$5.41;R$10.13;R$9.14;R$13.23;R$4.27
2019-01-07;R$20.27;R$5.50;R$10.22;R$9.29;R$13.12;R$4.24
2019-01-08;R$20.40;R$5.45;R$10.62;R$9.23;R$13.08;R$4.04
2019-01-09;R$20.75;R$5.43;R$11.05;R$9.42;R$13.13;R$4.01
2019-01-10;R$20.68;R$5.49;R$10.95;R$9.34;R$13.29;R$4.42
2019-01-11;R$20.55;R$5.39;R$10.85;R$9.24;R$13.48;R$4.51
2019-01-14;R$20.79;R$5.43;R$11.29;R$9.19;R$13.40;R$4.82
2019-01-15;R$20.75;R$5.37;R$11.23;R$9.18;R$13.06;R$4.98
2019-01-16;R$20.85;R$5.31;R$11.10;R$9.18;R$13.21;R$5.05
2019-01-17;R$20.92;R$5.29;R$11.31;R$9.31;R$13.12;R$4.93
2019-01-18;R$21.13;R$5.28;R$9.39;R$9.40;R$13.28;R$4.88
2019-01-21;R$20.89;R$5.07;R$11.37;R$9.44;R$13.28;R$4.80
2019-01-22;R$20.80;R$4.92;R$11.33;R$9.30;R$13.35;R$4.93
2019-01-23;R$21.15;R$5.14;R$11.79;R$9.41;R$13.46;R$5.16
2019-01-24;R$21.37;R$5.08;R$12.08;R$9.45;R$13.78;R$5.49
2019-01-28;R$21.54;R$5.08;R$12.46;R$9.16;R$13.91;R$5.35
2019-01-29;R$21.26;R$5.40;R$12.14;R$9.38;R$13.97;R$5.67
2019-01-30;R$21.21;R$5.34;R$12.12;R$9.48;R$14.09;R$5.77
2019-01-31;R$22.41;R$5.43;R$12.20;R$9.46;R$14.13;R$6.00
2019-02-01;R$22.13;R$5.42;R$12.04;R$9.54;R$14.15;R$5.96
2019-02-04;R$22.62;R$5.37;R$11.92;R$9.63;R$14.08;R$5.99
2019-02-05;R$22.63;R$5.32;R$12.07;R$9.65;R$14.11;R$5.79
2019-02-06;R$21.57;R$5.15;R$11.72;R$9.43;R$13.95;R$5.29
2019-02-07;R$21.90;R$5.06;R$11.57;R$9.28;R$13.84;R$5.45
2019-02-08;R$22.13;R$5.16;R$11.78;R$9.30;R$14.02;R$5.56
2019-02-11;R$22.00;R$5.01;R$11.75;R$9.19;R$13.99;R$5.52
2019-02-12;R$22.44;R$5.00;R$11.51;R$9.51;R$13.91;R$5.56
2019-02-13;R$22.09;R$4.89;R$11.35;R$9.64;R$14.02;R$5.45
2019-02-14;R$22.94;R$5.18;R$11.74;R$9.97;R$14.06;R$5.45
2019-02-15;R$22.79;R$4.97;R$11.39;R$9.93;R$13.97;R$5.28
2019-02-18;R$22.27;R$5.11;R$11.51;R$9.90;R$13.88;R$5.47
2019-02-19;R$22.46;R$5.15;R$11.49;R$10.13;R$13.90;R$5.28
2019-02-20;R$22.08;R$4.93;R$11.17;R$10.00;R$13.84;R$5.21
2019-02-21;R$22.28;R$4.89;R$11.21;R$10.14;R$13.84;R$4.67
2019-02-22;R$22.09;R$5.40;R$11.15;R$10.04;R$13.91;R$4.72
2019-02-25;R$21.87;R$5.27;R$11.26;R$9.88;R$13.95;R$4.97
2019-02-26;R$22.26;R$5.41;R$10.87;R$9.83;R$13.86;R$4.77
2019-02-27;R$22.02;R$5.34;R$11.11;R$10.02;R$14.02;R$4.64
2019-02-28;R$21.44;R$5.26;R$11.05;R$10.01;R$13.88;R$4.58
2019-03-01;R$21.08;R$5.31;R$11.29;R$9.88;R$14.29;R$4.54
2019-03-06;R$20.92;R$5.21;R$11.26;R$9.90;R$14.27;R$4.39
2019-03-07;R$21.07;R$5.37;R$11.36;R$9.90;R$13.90;R$4.41
2019-03-08;R$21.36;R$5.48;R$11.66;R$9.87;R$14.06;R$4.68
2019-03-11;R$22.23;R$5.54;R$11.88;R$10.26;R$14.17;R$4.76
2019-03-12;R$22.29;R$5.43;R$11.95;R$10.17;R$14.35;R$4.84
2019-03-13;R$22.51;R$5.38;R$12.01;R$10.39;R$14.29;R$4.62
2019-03-14;R$22.56;R$5.35;R$11.84;R$10.43;R$14.65;R$4.64
2019-03-15;R$22.65;R$5.37;R$11.67;R$10.45;R$14.58;R$4.54
2019-03-18;R$22.77;R$5.47;R$11.78;R$10.63;R$14.38;R$4.59
2019-03-19;R$22.28;R$5.48;R$11.79;R$10.80;R$14.18;R$4.64
2019-03-20;R$21.67;R$5.51;R$11.54;R$10.72;R$13.99;R$4.58
2019-03-21;R$21.20;R$5.53;R$11.22;R$10.56;R$13.65;R$4.55
2019-03-22;R$20.45;R$5.26;R$10.90;R$9.99;R$13.51;R$4.33
2019-03-25;R$20.49;R$5.25;R$10.88;R$10.11;R$13.76;R$4.33
2019-03-26;R$20.63;R$5.36;R$11.34;R$10.59;R$13.81;R$4.36
2019-03-27;R$19.91;R$5.10;R$10.90;R$10.11;R$13.56;R$4.11
2019-03-28;R$20.92;R$5.18;R$11.19;R$10.38;R$13.84;R$4.18
2019-03-29;R$21.28;R$5.24;R$11.38;R$10.38;R$13.87;R$4.22
2019-04-01;R$21.45;R$5.20;R$11.51;R$10.36;R$13.94;R$4.27
2019-04-02;R$21.18;R$5.04;R$11.36;R$10.46;R$13.76;R$4.55
2019-04-03;R$20.94;R$5.13;R$11.18;R$10.19;R$13.86;R$4.38
2019-04-04;R$21.48;R$5.13;R$11.35;R$10.53;R$14.24;R$4.38
2019-04-05;R$21.66;R$5.16;R$11.61;R$10.65;R$14.60;R$4.53
2019-04-08;R$21.69;R$5.06;R$11.39;R$10.82;R$14.81;R$4.37
2019-04-09;R$21.61;R$5.04;R$11.23;R$10.79;R$14.48;R$4.34
2019-04-10;R$21.30;R$5.12;R$11.47;R$10.65;R$14.60;R$4.31
2019-04-11;R$20.96;R$5.04;R$11.05;R$10.36;R$14.38;R$4.29
2019-04-12;R$20.77;R$5.00;R$10.90;R$9.55;R$14.29;R$4.16
2019-04-15;R$20.72;R$4.96;R$11.11;R$9.59;R$14.60;R$4.15
2019-04-16;R$20.68;R$4.95;R$11.15;R$9.88;R$14.77;R$4.01
2019-04-17;R$20.40;R$4.86;R$11.39;R$9.89;R$14.63;R$3.92
2019-04-18;R$20.68;R$5.19;R$11.71;R$10.21;R$14.77;R$3.95
2019-04-22;R$20.85;R$5.08;R$11.84;R$10.15;R$14.79;R$3.84
2019-04-23;R$21.36;R$5.20;R$12.00;R$10.24;R$14.85;R$3.93
2019-04-24;R$21.21;R$5.24;R$11.64;R$10.21;R$14.88;R$3.93
2019-04-25;R$21.46;R$5.32;R$11.80;R$10.28;R$14.94;R$4.02
2019-04-26;R$21.40;R$5.44;R$11.82;R$10.09;R$14.90;R$4.03
2019-04-29;R$21.12;R$5.43;R$11.96;R$10.13;R$15.34;R$4.12
2019-04-30;R$21.17;R$5.81;R$11.80;R$10.03;R$15.10;R$4.10
2019-05-02;R$21.18;R$5.80;R$11.57;R$9.89;R$15.11;R$4.14
2019-05-03;R$21.41;R$5.97;R$11.76;R$9.94;R$14.81;R$4.52
2019-05-06;R$20.83;R$6.09;R$11.78;R$9.91;R$14.93;R$4.56
2019-05-07;R$20.70;R$5.84;R$12.04;R$9.75;R$15.10;R$4.72
2019-05-08;R$21.13;R$5.88;R$12.14;R$10.13;R$15.37;R$4.53
2019-05-09;R$20.76;R$5.65;R$12.69;R$9.93;R$15.39;R$4.74
2019-05-10;R$20.58;R$5.67;R$12.68;R$9.88;R$15.18;R$4.61
2019-05-13;R$20.06;R$5.47;R$12.52;R$9.59;R$14.93;R$4.73
2019-05-14;R$20.00;R$5.42;R$12.69;R$9.62;R$15.03;R$4.55
2019-05-15;R$19.79;R$5.26;R$12.59;R$9.58;R$14.92;R$4.30
2019-05-16;R$19.56;R$5.08;R$12.19;R$9.35;R$14.47;R$4.09
2019-05-17;R$19.71;R$5.13;R$12.04;R$9.14;R$14.29;R$4.03
2019-05-20;R$20.24;R$5.26;R$12.71;R$9.45;R$14.81;R$4.11
2019-05-21;R$21.08;R$5.45;R$12.97;R$9.81;R$14.93;R$4.31
2019-05-22;R$20.70;R$5.48;R$12.99;R$9.77;R$15.09;R$4.32
2019-05-23;R$20.60;R$5.49;R$12.98;R$9.60;R$14.94;R$4.20
2019-05-24;R$20.40;R$5.38;R$12.99;R$9.69;R$15.13;R$4.20
2019-05-27;R$20.69;R$5.41;R$13.54;R$9.75;R$15.24;R$4.26
2019-05-28;R$21.26;R$5.75;R$13.89;R$9.96;R$15.39;R$4.41
2019-05-29;R$21.68;R$5.75;R$13.83;R$9.85;R$15.55;R$4.58
2019-05-30;R$22.08;R$5.86;R$13.67;R$9.72;R$15.68;R$4.80
2019-05-31;R$22.03;R$5.96;R$13.99;R$9.49;R$16.25;R$4.70
2019-06-03;R$21.96;R$5.92;R$13.46;R$9.66;R$16.24;R$4.96
2019-06-04;R$22.07;R$5.91;R$13.98;R$9.73;R$16.47;R$4.86
2019-06-05;R$21.73;R$5.81;R$14.00;R$9.61;R$16.54;R$4.65
2019-06-06;R$22.21;R$5.78;R$14.56;R$9.76;R$16.92;R$4.95
2019-06-07;R$22.21;R$6.03;R$14.83;R$9.94;R$17.04;R$5.00
2019-06-10;R$21.95;R$6.16;R$14.69;R$9.90;R$17.00;R$5.06
2019-06-11;R$22.05;R$6.30;R$14.71;R$10.09;R$17.04;R$5.00
2019-06-12;R$21.80;R$6.18;R$14.32;R$9.98;R$16.74;R$4.84
2019-06-13;R$21.56;R$6.37;R$14.44;R$10.10;R$16.85;R$5.04
2019-06-14;R$21.52;R$6.43;R$14.71;R$10.05;R$16.72;R$4.97
2019-06-17;R$21.47;R$6.31;R$15.05;R$10.07;R$16.86;R$5.07
2019-06-18;R$21.65;R$6.33;R$15.60;R$10.20;R$17.25;R$5.07
2019-06-19;R$21.92;R$6.38;R$15.68;R$10.23;R$17.44;R$5.06
2019-06-21;R$22.42;R$6.46;R$16.47;R$10.51;R$17.39;R$5.10
2019-06-24;R$22.59;R$6.38;R$16.58;R$10.50;R$17.64;R$5.11
2019-06-25;R$22.40;R$6.28;R$15.96;R$10.22;R$17.43;R$5.04
2019-06-26;R$22.68;R$6.34;R$16.32;R$10.28;R$17.46;R$4.98
2019-06-27;R$22.58;R$6.34;R$16.36;R$10.12;R$17.63;R$4.97
2019-06-28;R$22.48;R$6.42;R$16.64;R$10.18;R$17.79;R$5.07
2019-07-01;R$22.53;R$6.39;R$16.25;R$10.13;R$17.65;R$5.12
2019-07-02;R$22.60;R$6.46;R$16.49;R$9.97;R$17.55;R$5.45
2019-07-03;R$23.00;R$6.71;R$16.24;R$10.10;R$17.30;R$5.99
2019-07-04;R$23.40;R$6.72;R$16.30;R$10.18;R$17.31;R$6.24
2019-07-05;R$23.61;R$6.87;R$16.45;R$10.18;R$17.60;R$6.35
2019-07-08;R$23.50;R$6.97;R$16.69;R$10.27;R$18.06;R$6.75
2019-07-10;R$23.39;R$7.10;R$17.08;R$10.43;R$18.38;R$6.73
2019-07-11;R$23.19;R$7.02;R$16.99;R$10.55;R$18.43;R$6.50
2019-07-12;R$22.76;R$7.05;R$16.52;R$10.60;R$18.41;R$6.52
2019-07-15;R$22.67;R$7.01;R$16.38;R$10.47;R$18.12;R$7.03
2019-07-16;R$22.67;R$7.11;R$16.62;R$10.34;R$18.23;R$7.13
2019-07-17;R$22.55;R$7.43;R$16.42;R$10.28;R$18.26;R$7.31
2019-07-18;R$23.04;R$7.51;R$16.89;R$10.22;R$18.44;R$7.38
2019-07-19;R$22.52;R$7.24;R$16.17;R$10.20;R$18.41;R$7.15
2019-07-22;R$22.83;R$7.52;R$15.70;R$10.21;R$18.77;R$7.05
2019-07-23;R$22.91;R$7.36;R$15.92;R$10.23;R$18.74;R$6.92
2019-07-24;R$23.34;R$7.47;R$15.98;R$10.16;R$18.66;R$7.32
2019-07-25;R$21.98;R$7.43;R$15.81;R$9.99;R$18.48;R$7.10
2019-07-26;R$21.70;R$7.66;R$16.43;R$9.71;R$17.79;R$7.34
2019-07-29;R$21.65;R$8.02;R$16.65;R$9.80;R$17.59;R$7.68
2019-07-30;R$21.20;R$8.04;R$17.05;R$9.75;R$17.61;R$7.62
2019-07-31;R$20.67;R$8.02;R$17.24;R$9.69;R$17.40;R$7.72
2019-08-01;R$20.49;R$8.41;R$17.81;R$9.75;R$17.65;R$8.20
2019-08-02;R$20.54;R$8.62;R$17.77;R$9.85;R$17.79;R$8.19
2019-08-05;R$20.17;R$8.39;R$17.32;R$9.49;R$17.63;R$7.92
2019-08-06;R$20.48;R$8.90;R$18.15;R$9.62;R$17.89;R$8.18
2019-08-07;R$20.91;R$8.83;R$18.40;R$9.51;R$18.05;R$8.44
2019-08-08;R$21.01;R$9.03;R$19.25;R$9.79;R$18.06;R$8.53
2019-08-09;R$20.66;R$9.19;R$18.06;R$9.76;R$18.27;R$8.53
2019-08-12;R$20.23;R$8.86;R$17.92;R$9.53;R$18.28;R$8.28
2019-08-13;R$20.44;R$9.21;R$17.23;R$9.66;R$18.38;R$8.46
2019-08-14;R$20.04;R$8.99;R$16.46;R$9.33;R$18.23;R$8.11
2019-08-15;R$19.90;R$8.83;R$15.91;R$9.07;R$17.61;R$7.69
2019-08-16;R$19.94;R$9.14;R$15.64;R$8.95;R$17.69;R$7.12
2019-08-19;R$19.65;R$9.20;R$15.39;R$9.00;R$17.77;R$6.73
2019-08-20;R$19.46;R$8.88;R$15.14;R$8.99;R$17.43;R$7.06
2019-08-21;R$19.84;R$8.89;R$16.05;R$9.53;R$17.49;R$7.18
2019-08-22;R$19.59;R$8.37;R$16.32;R$9.44;R$17.63;R$6.90
2019-08-23;R$19.16;R$8.22;R$15.92;R$9.09;R$17.12;R$6.79
2019-08-26;R$18.96;R$8.20;R$15.00;R$8.97;R$17.08;R$6.48
2019-08-27;R$19.20;R$8.32;R$15.57;R$9.11;R$17.19;R$6.85
2019-08-28;R$19.09;R$8.49;R$15.55;R$9.21;R$17.40;R$7.00
2019-08-29;R$19.45;R$9.06;R$16.74;R$9.55;R$17.51;R$7.31
2019-08-30;R$19.75;R$8.83;R$16.75;R$9.55;R$18.25;R$7.73
2019-09-02;R$19.54;R$8.90;R$16.92;R$9.47;R$18.21;R$7.79
2019-09-03;R$19.23;R$8.73;R$16.10;R$9.59;R$18.02;R$7.56
2019-09-04;R$19.47;R$9.05;R$15.06;R$9.83;R$18.32;R$7.62
2019-09-05;R$19.91;R$8.93;R$15.28;R$9.88;R$18.36;R$7.55
2019-09-06;R$20.75;R$8.76;R$14.83;R$9.93;R$18.17;R$7.38
2019-09-09;R$21.01;R$8.32;R$14.31;R$10.08;R$17.88;R$7.01
2019-09-10;R$20.64;R$7.90;R$14.43;R$10.15;R$18.11;R$6.78
2019-09-11;R$20.55;R$8.42;R$15.73;R$10.06;R$18.50;R$6.98
2019-09-12;R$20.33;R$8.51;R$15.43;R$10.13;R$18.94;R$7.10
2019-09-13;R$20.06;R$8.29;R$15.05;R$10.07;R$18.33;R$6.91
2019-09-16;R$19.80;R$8.48;R$14.80;R$10.51;R$18.32;R$6.95
2019-09-17;R$20.33;R$8.48;R$15.85;R$10.37;R$18.58;R$6.97
2019-09-18;R$20.39;R$8.53;R$15.49;R$10.19;R$18.65;R$7.03
2019-09-19;R$20.14;R$8.71;R$15.56;R$10.22;R$18.59;R$7.40
2019-09-20;R$20.50;R$8.89;R$15.56;R$10.11;R$18.34;R$7.40
2019-09-23;R$20.54;R$8.75;R$15.39;R$10.29;R$18.30;R$7.56
2019-09-24;R$20.27;R$8.94;R$15.10;R$10.21;R$18.20;R$7.47
2019-09-25;R$20.41;R$8.93;R$14.81;R$10.24;R$17.89;R$7.64
2019-09-26;R$20.70;R$8.89;R$14.97;R$10.37;R$17.91;R$7.86
2019-09-27;R$20.69;R$8.95;R$14.98;R$10.36;R$17.88;R$7.87
2019-09-30;R$20.34;R$9.01;R$15.00;R$10.32;R$18.17;R$7.92
2019-10-01;R$20.06;R$9.11;R$15.27;R$10.30;R$17.96;R$7.80
2019-10-02;R$19.29;R$8.88;R$15.13;R$10.01;R$17.65;R$7.47
2019-10-03;R$19.34;R$9.07;R$15.33;R$10.01;R$17.85;R$7.80
2019-10-04;R$19.54;R$9.43;R$15.52;R$9.93;R$17.92;R$7.89
2019-10-07;R$19.42;R$9.34;R$15.02;R$9.80;R$17.08;R$7.83
2019-10-08;R$19.40;R$9.26;R$14.79;R$9.74;R$17.12;R$7.72
2019-10-09;R$19.95;R$9.66;R$15.16;R$9.93;R$17.13;R$7.59
2019-10-10;R$20.18;R$9.49;R$15.19;R$10.01;R$17.15;R$7.53
2019-10-11;R$20.41;R$9.87;R$15.20;R$10.21;R$17.23;R$7.75
2019-10-14;R$20.69;R$10.28;R$15.24;R$10.23;R$17.52;R$7.78
2019-10-15;R$20.86;R$10.19;R$14.83;R$10.34;R$17.19;R$7.79
2019-10-16;R$21.36;R$10.42;R$14.94;R$10.46;R$17.13;R$7.82
2019-10-17;R$21.00;R$10.52;R$14.94;R$10.36;R$17.05;R$7.90
2019-10-18;R$20.90;R$10.48;R$15.02;R$10.34;R$17.21;R$7.84
2019-10-21;R$21.05;R$10.50;R$15.04;R$10.40;R$17.13;R$7.81
2019-10-22;R$21.65;R$10.65;R$15.29;R$10.70;R$16.95;R$7.81
2019-10-23;R$21.83;R$10.60;R$15.04;R$10.84;R$17.04;R$7.65
2019-10-24;R$21.81;R$10.54;R$14.68;R$10.61;R$16.95;R$7.49
2019-10-25;R$22.09;R$10.23;R$14.76;R$10.95;R$16.94;R$7.43
2019-10-28;R$22.89;R$10.40;R$14.89;R$11.08;R$16.97;R$7.36
2019-10-29;R$22.57;R$10.03;R$15.34;R$11.17;R$17.10;R$7.35
2019-10-30;R$22.68;R$10.73;R$15.45;R$11.26;R$17.38;R$7.40
2019-10-31;R$21.75;R$10.88;R$14.95;R$11.38;R$17.34;R$7.42
2019-11-01;R$21.57;R$11.50;R$15.51;R$11.40;R$17.26;R$7.64
2019-11-04;R$21.59;R$10.96;R$16.24;R$11.37;R$17.15;R$7.57
2019-11-05;R$21.88;R$10.73;R$15.92;R$11.10;R$16.99;R$7.38
2019-11-06;R$21.76;R$11.01;R$15.90;R$11.13;R$17.08;R$7.45
2019-11-07;R$21.82;R$10.77;R$15.77;R$11.57;R$17.19;R$7.42
2019-11-08;R$21.19;R$10.68;R$15.32;R$11.24;R$17.25;R$7.25
2019-11-11;R$21.14;R$10.97;R$15.21;R$11.40;R$17.12;R$7.31
2019-11-12;R$20.94;R$10.58;R$15.04;R$11.32;R$17.20;R$7.09
2019-11-13;R$20.72;R$10.36;R$14.96;R$11.27;R$16.89;R$7.02
2019-11-14;R$20.64;R$10.78;R$14.41;R$11.04;R$16.82;R$7.60
2019-11-18;R$20.50;R$10.96;R$14.59;R$10.96;R$16.75;R$7.56
2019-11-19;R$20.46;R$10.85;R$15.08;R$10.85;R$16.52;R$7.45
2019-11-21;R$20.58;R$10.97;R$15.65;R$11.25;R$16.37;R$7.55
2019-11-22;R$20.92;R$11.08;R$16.16;R$11.30;R$16.62;R$7.86
2019-11-25;R$20.82;R$10.80;R$16.26;R$11.21;R$16.59;R$7.93
2019-11-26;R$20.37;R$10.49;R$16.09;R$11.00;R$16.43;R$7.95
2019-11-27;R$20.71;R$11.11;R$15.49;R$11.06;R$16.46;R$8.27
2019-11-28;R$20.55;R$11.11;R$15.73;R$11.13;R$16.78;R$8.59
2019-11-29;R$20.65;R$10.97;R$15.61;R$10.99;R$16.85;R$8.81
2019-12-02;R$20.78;R$10.95;R$15.51;R$10.96;R$16.75;R$9.17
2019-12-03;R$20.86;R$10.87;R$16.62;R$10.92;R$16.79;R$9.50
2019-12-04;R$21.40;R$10.74;R$16.62;R$11.18;R$16.75;R$9.45
2019-12-05;R$21.48;R$10.94;R$16.34;R$11.33;R$16.73;R$9.32
2019-12-06;R$21.24;R$11.06;R$17.12;R$11.44;R$16.79;R$10.00
2019-12-09;R$21.42;R$11.17;R$17.29;R$11.39;R$17.00;R$10.23
2019-12-10;R$21.35;R$11.36;R$17.36;R$11.47;R$16.94;R$10.20
2019-12-11;R$21.22;R$11.59;R$17.80;R$11.46;R$17.13;R$10.32
2019-12-12;R$21.51;R$11.66;R$18.90;R$11.67;R$17.15;R$10.00
2019-12-13;R$22.01;R$11.96;R$20.07;R$11.30;R$17.32;R$10.87
2019-12-16;R$21.63;R$12.01;R$20.25;R$11.09;R$17.44;R$11.25
2019-12-17;R$22.03;R$11.67;R$19.81;R$11.25;R$17.14;R$10.99
2019-12-18;R$22.64;R$11.83;R$19.51;R$11.51;R$17.24;R$11.26
2019-12-19;R$23.06;R$11.85;R$19.68;R$11.54;R$17.21;R$11.24
2019-12-20;R$22.92;R$11.84;R$18.98;R$11.41;R$17.10;R$11.37
2019-12-23;R$23.07;R$11.88;R$19.00;R$11.50;R$17.40;R$11.67
2019-12-26;R$23.35;R$11.96;R$19.50;R$11.65;R$17.60;R$11.80
2019-12-27;R$23.26;R$11.87;R$19.87;R$11.66;R$17.48;R$11.50
2019-12-30;R$23.23;R$11.62;R$19.52;R$11.53;R$17.31;R$11.17
2020-01-02;R$24.09;R$12.03;R$20.11;R$11.73;R$17.46;R$11.73
2020-01-03;R$24.11;R$11.92;R$20.11;R$11.64;R$17.02;R$11.48
2020-01-06;R$23.67;R$11.93;R$19.84;R$11.77;R$17.12;R$11.48
2020-01-07;R$23.26;R$11.90;R$19.93;R$11.73;R$17.00;R$11.65
